symbol,exchange,date,period,strike,out-of-the-money %,call/put,iv,delta
XIU,TSX,03/30/17,120,25.366,10,C,0.104157,0.045194
XIU,TSX,03/30/17,120,20.754,10,P,0.169246,-0.143399
XIU,TSX,03/30/17,120,26.519,15,C,0.104157,0.007415
XIU,TSX,03/30/17,120,19.601,15,P,0.173321,-0.053015
XIU,TSX,03/30/17,120,27.672,20,C,0.104157,0.000821
XIU,TSX,03/30/17,120,18.448,20,P,0.173321,-0.01303
XIU,TSX,03/30/17,120,28.825,25,C,0.104157,0.000064
XIU,TSX,03/30/17,120,17.295,25,P,0.173321,-0.002027
XIU,TSX,03/30/17,120,29.978,30,C,0.104157,0.000004
XIU,TSX,03/30/17,120,16.142,30,P,0.173321,-0.00018
XIU,TSX,03/30/17,120,31.131,35,C,0.104157,0
XIU,TSX,03/30/17,120,14.989,35,P,0.173321,-0.000008
XIU,TSX,03/30/17,120,32.284,40,C,0.104157,0
XIU,TSX,03/30/17,120,13.836,40,P,0.173321,-0
XIU,TSX,03/30/17,120,33.437,45,C,0.104157,0
XIU,TSX,03/30/17,120,12.683,45,P,0.173321,-0
XIU,TSX,03/30/17,120,34.59,50,C,0.104157,0
XIU,TSX,03/30/17,120,11.53,50,P,0.173321,-0
XIU,TSX,03/30/17,120,35.743,55,C,0.104157,0
XIU,TSX,03/30/17,120,10.377,55,P,0.173321,-0
XIU,TSX,03/30/17,120,36.896,60,C,0.104157,0
XIU,TSX,03/30/17,120,9.224,60,P,0.173321,-0
XIU,TSX,03/30/17,150,23.06,0,C,0.122209,0.462337
XIU,TSX,03/30/17,150,23.06,0,P,0.121953,-0.524959
XIU,TSX,03/30/17,150,24.213,5,C,0.104047,0.198594
XIU,TSX,03/30/17,150,21.907,5,P,0.141752,-0.301559
XIU,TSX,03/30/17,150,25.366,10,C,0.104047,0.061606
XIU,TSX,03/30/17,150,20.754,10,P,0.165665,-0.166938
XIU,TSX,03/30/17,150,26.519,15,C,0.104047,0.013679
XIU,TSX,03/30/17,150,19.601,15,P,0.171346,-0.072601
XIU,TSX,03/30/17,150,27.672,20,C,0.104047,0.002231
XIU,TSX,03/30/17,150,18.448,20,P,0.171346,-0.022362
XIU,TSX,03/30/17,150,28.825,25,C,0.104047,0.000275
XIU,TSX,03/30/17,150,17.295,25,P,0.171346,-0.004746
XIU,TSX,03/30/17,150,29.978,30,C,0.104047,0.000026
XIU,TSX,03/30/17,150,16.142,30,P,0.171346,-0.000638
XIU,TSX,03/30/17,150,31.131,35,C,0.104047,0.000002
XIU,TSX,03/30/17,150,14.989,35,P,0.171346,-0.000049
XIU,TSX,03/30/17,150,32.284,40,C,0.104047,0
XIU,TSX,03/30/17,150,13.836,40,P,0.171346,-0.000002
XIU,TSX,03/30/17,150,33.437,45,C,0.104047,0
XIU,TSX,03/30/17,150,12.683,45,P,0.171346,-0
XIU,TSX,03/30/17,150,34.59,50,C,0.104047,0
XIU,TSX,03/30/17,150,11.53,50,P,0.171346,-0
XIU,TSX,03/30/17,150,35.743,55,C,0.104047,0
XIU,TSX,03/30/17,150,10.377,55,P,0.171346,-0
XIU,TSX,03/30/17,150,36.896,60,C,0.104047,0
XIU,TSX,03/30/17,150,9.224,60,P,0.171346,0
XIU,TSX,03/30/17,180,23.06,0,C,0.124966,0.459395
XIU,TSX,03/30/17,180,23.06,0,P,0.124757,-0.525001
XIU,TSX,03/30/17,180,24.213,5,C,0.106774,0.219444
XIU,TSX,03/30/17,180,21.907,5,P,0.141916,-0.319958
XIU,TSX,03/30/17,180,25.366,10,C,0.106392,0.081283
XIU,TSX,03/30/17,180,20.754,10,P,0.164309,-0.188073
XIU,TSX,03/30/17,180,26.519,15,C,0.106392,0.023318
XIU,TSX,03/30/17,180,19.601,15,P,0.172821,-0.093988
XIU,TSX,03/30/17,180,27.672,20,C,0.106392,0.005263
XIU,TSX,03/30/17,180,18.448,20,P,0.175633,-0.036928
XIU,TSX,03/30/17,180,28.825,25,C,0.106392,0.000956
XIU,TSX,03/30/17,180,17.295,25,P,0.175633,-0.010458
XIU,TSX,03/30/17,180,29.978,30,C,0.106392,0.000143
XIU,TSX,03/30/17,180,16.142,30,P,0.175633,-0.002066
XIU,TSX,03/30/17,180,31.131,35,C,0.106392,0.000018
XIU,TSX,03/30/17,180,14.989,35,P,0.175633,-0.000262
XIU,TSX,03/30/17,180,32.284,40,C,0.106392,0.000002
XIU,TSX,03/30/17,180,13.836,40,P,0.175633,-0.000019
XIU,TSX,03/30/17,180,33.437,45,C,0.106392,0
XIU,TSX,03/30/17,180,12.683,45,P,0.175633,-0.000001
XIU,TSX,03/30/17,180,34.59,50,C,0.106392,0
XIU,TSX,03/30/17,180,11.53,50,P,0.175633,-0
XIU,TSX,03/30/17,180,35.743,55,C,0.106392,0
XIU,TSX,03/30/17,180,10.377,55,P,0.175633,-0
XIU,TSX,03/30/17,180,36.896,60,C,0.106392,0
XIU,TSX,03/30/17,180,9.224,60,P,0.175633,-0
XIU,TSX,03/30/17,360,23.06,0,C,0.133513,0.4561
XIU,TSX,03/30/17,360,23.06,0,P,0.133734,-0.514411
XIU,TSX,03/30/17,360,24.213,5,C,0.126439,0.30789
XIU,TSX,03/30/17,360,21.907,5,P,0.150414,-0.373492
XIU,TSX,03/30/17,360,25.366,10,C,0.126439,0.192939
XIU,TSX,03/30/17,360,20.754,10,P,0.165469,-0.263002
XIU,TSX,03/30/17,360,26.519,15,C,0.126439,0.11169
XIU,TSX,03/30/17,360,19.601,15,P,0.176497,-0.17672
XIU,TSX,03/30/17,360,27.672,20,C,0.126439,0.060092
XIU,TSX,03/30/17,360,18.448,20,P,0.188657,-0.11468
XIU,TSX,03/30/17,360,28.825,25,C,0.126439,0.030244
XIU,TSX,03/30/17,360,17.295,25,P,0.195793,-0.0674
XIU,TSX,03/30/17,360,29.978,30,C,0.126439,0.01433
XIU,TSX,03/30/17,360,16.142,30,P,0.195793,-0.032291
XIU,TSX,03/30/17,360,31.131,35,C,0.126439,0.006431
XIU,TSX,03/30/17,360,14.989,35,P,0.195793,-0.012956
XIU,TSX,03/30/17,360,32.284,40,C,0.126439,0.002749
XIU,TSX,03/30/17,360,13.836,40,P,0.195793,-0.004174
XIU,TSX,03/30/17,360,33.437,45,C,0.126439,0.001125
XIU,TSX,03/30/17,360,12.683,45,P,0.195793,-0.001021
XIU,TSX,03/30/17,360,34.59,50,C,0.126439,0.000443
XIU,TSX,03/30/17,360,11.53,50,P,0.195793,-0.000176
XIU,TSX,03/30/17,360,35.743,55,C,0.126439,0.000169
XIU,TSX,03/30/17,360,10.377,55,P,0.195793,-0.000019
XIU,TSX,03/30/17,360,36.896,60,C,0.126439,0.000062
XIU,TSX,03/30/17,360,9.224,60,P,0.195793,-0.000001
XIU,TSX,03/30/17,720,23.06,0,C,0.156246,0.467193
XIU,TSX,03/30/17,720,23.06,0,P,0.157328,-0.482801
XIU,TSX,03/30/17,720,24.213,5,C,0.149136,0.375761
XIU,TSX,03/30/17,720,21.907,5,P,0.167046,-0.394874
XIU,TSX,03/30/17,720,25.366,10,C,0.149136,0.297438
XIU,TSX,03/30/17,720,20.754,10,P,0.178355,-0.316549
XIU,TSX,03/30/17,720,26.519,15,C,0.149136,0.230045
XIU,TSX,03/30/17,720,19.601,15,P,0.188277,-0.248483
XIU,TSX,03/30/17,720,27.672,20,C,0.149136,0.174192
XIU,TSX,03/30/17,720,18.448,20,P,0.203173,-0.194508
XIU,TSX,03/30/17,720,28.825,25,C,0.149136,0.129386
XIU,TSX,03/30/17,720,17.295,25,P,0.206987,-0.142702
XIU,TSX,03/30/17,720,29.978,30,C,0.149136,0.094451
XIU,TSX,03/30/17,720,16.142,30,P,0.206987,-0.096452
XIU,TSX,03/30/17,720,31.131,35,C,0.149136,0.067879
XIU,TSX,03/30/17,720,14.989,35,P,0.206987,-0.060111
XIU,TSX,03/30/17,720,32.284,40,C,0.149136,0.048105
XIU,TSX,03/30/17,720,13.836,40,P,0.206987,-0.033893
XIU,TSX,03/30/17,720,33.437,45,C,0.149136,0.033667
XIU,TSX,03/30/17,720,12.683,45,P,0.206987,-0.016865
XIU,TSX,03/30/17,720,34.59,50,C,0.149136,0.0233
XIU,TSX,03/30/17,720,11.53,50,P,0.206987,-0.007163
XIU,TSX,03/30/17,720,35.743,55,C,0.149136,0.015966
XIU,TSX,03/30/17,720,10.377,55,P,0.206987,-0.002481
XIU,TSX,03/30/17,720,36.896,60,C,0.149136,0.010844
XIU,TSX,03/30/17,720,9.224,60,P,0.206987,-0.000657
XIU,TSX,03/30/17,1080,23.06,0,C,0.156246,0.455193
XIU,TSX,03/30/17,1080,23.06,0,P,0.157328,-0.471781
XIU,TSX,03/30/17,1080,24.213,5,C,0.149136,0.380473
XIU,TSX,03/30/17,1080,21.907,5,P,0.167046,-0.399468
XIU,TSX,03/30/17,1080,25.366,10,C,0.149136,0.316744
XIU,TSX,03/30/17,1080,20.754,10,P,0.178355,-0.333775
XIU,TSX,03/30/17,1080,26.519,15,C,0.149136,0.260068
XIU,TSX,03/30/17,1080,19.601,15,P,0.188277,-0.275617
XIU,TSX,03/30/17,1080,27.672,20,C,0.149136,0.210872
XIU,TSX,03/30/17,1080,18.448,20,P,0.203173,-0.226597
XIU,TSX,03/30/17,1080,28.825,25,C,0.149136,0.16906
XIU,TSX,03/30/17,1080,17.295,25,P,0.206987,-0.179051
XIU,TSX,03/30/17,1080,29.978,30,C,0.149136,0.13417
XIU,TSX,03/30/17,1080,16.142,30,P,0.206987,-0.133982
XIU,TSX,03/30/17,1080,31.131,35,C,0.149136,0.105516
XIU,TSX,03/30/17,1080,14.989,35,P,0.206987,-0.094864
XIU,TSX,03/30/17,1080,32.284,40,C,0.149136,0.082311
XIU,TSX,03/30/17,1080,13.836,40,P,0.206987,-0.062749
XIU,TSX,03/30/17,1080,33.437,45,C,0.149136,0.063746
XIU,TSX,03/30/17,1080,12.683,45,P,0.206987,-0.038135
XIU,TSX,03/30/17,1080,34.59,50,C,0.149136,0.049053
XIU,TSX,03/30/17,1080,11.53,50,P,0.206987,-0.020823
XIU,TSX,03/30/17,1080,35.743,55,C,0.149136,0.037532
XIU,TSX,03/30/17,1080,10.377,55,P,0.206987,-0.009907
XIU,TSX,03/30/17,1080,36.896,60,C,0.149136,0.028573
XIU,TSX,03/30/17,1080,9.224,60,P,0.206987,-0.003933
